t;V;Vx;Vy;h;d;alpha;
1.09;7.94;7.07;-3.61;6.88;7.70;-0.47;
1.09;7.94;7.07;-3.61;6.88;7.70;-0.47;
1.09;7.94;7.07;-3.61;6.88;7.70;-0.47;
1.09;7.94;7.07;-3.62;6.88;7.70;-0.47;
1.09;7.94;7.07;-3.62;6.88;7.70;-0.47;
1.09;7.94;7.07;-3.62;6.88;7.71;-0.47;
1.09;7.94;7.07;-3.62;6.88;7.71;-0.47;
1.09;7.95;7.07;-3.62;6.88;7.71;-0.47;
1.09;7.95;7.07;-3.63;6.88;7.71;-0.47;
1.09;7.95;7.07;-3.63;6.88;7.71;-0.47;
1.09;7.95;7.07;-3.63;6.88;7.71;-0.47;
1.09;7.95;7.07;-3.63;6.88;7.71;-0.47;
1.09;7.95;7.07;-3.63;6.88;7.72;-0.47;
1.09;7.95;7.07;-3.64;6.87;7.72;-0.47;
1.09;7.95;7.07;-3.64;6.87;7.72;-0.48;
1.09;7.95;7.07;-3.64;6.87;7.72;-0.48;
1.09;7.95;7.07;-3.64;6.87;7.72;-0.48;
1.09;7.95;7.07;-3.64;6.87;7.72;-0.48;
1.09;7.96;7.07;-3.65;6.87;7.72;-0.48;
1.09;7.96;7.07;-3.65;6.87;7.73;-0.48;
1.09;7.96;7.07;-3.65;6.87;7.73;-0.48;
1.09;7.96;7.07;-3.65;6.87;7.73;-0.48;
1.09;7.96;7.07;-3.65;6.87;7.73;-0.48;
1.09;7.96;7.07;-3.65;6.87;7.73;-0.48;
1.09;7.96;7.07;-3.66;6.87;7.73;-0.48;
1.09;7.96;7.07;-3.66;6.87;7.73;-0.48;
1.09;7.96;7.07;-3.66;6.87;7.74;-0.48;
1.09;7.96;7.07;-3.66;6.86;7.74;-0.48;
1.09;7.96;7.07;-3.66;6.86;7.74;-0.48;
1.09;7.97;7.07;-3.67;6.86;7.74;-0.48;
1.09;7.97;7.07;-3.67;6.86;7.74;-0.48;
1.09;7.97;7.07;-3.67;6.86;7.74;-0.48;
1.10;7.97;7.07;-3.67;6.86;7.74;-0.48;
1.10;7.97;7.07;-3.67;6.86;7.75;-0.48;
1.10;7.97;7.07;-3.68;6.86;7.75;-0.48;
1.10;7.97;7.07;-3.68;6.86;7.75;-0.48;
1.10;7.97;7.07;-3.68;6.86;7.75;-0.48;
1.10;7.97;7.07;-3.68;6.86;7.75;-0.48;
1.10;7.97;7.07;-3.68;6.86;7.75;-0.48;
1.10;7.97;7.07;-3.69;6.86;7.75;-0.48;
1.10;7.97;7.07;-3.69;6.86;7.75;-0.48;
1.10;7.98;7.07;-3.69;6.85;7.76;-0.48;
1.10;7.98;7.07;-3.69;6.85;7.76;-0.48;
1.10;7.98;7.07;-3.69;6.85;7.76;-0.48;
1.10;7.98;7.07;-3.70;6.85;7.76;-0.48;
1.10;7.98;7.07;-3.70;6.85;7.76;-0.48;
1.10;7.98;7.07;-3.70;6.85;7.76;-0.48;
1.10;7.98;7.07;-3.70;6.85;7.76;-0.48;
1.10;7.98;7.07;-3.70;6.85;7.77;-0.48;
1.10;7.98;7.07;-3.70;6.85;7.77;-0.48;
1.10;7.98;7.07;-3.71;6.85;7.77;-0.48;
1.10;7.98;7.07;-3.71;6.85;7.77;-0.48;
1.10;7.99;7.07;-3.71;6.85;7.77;-0.48;
1.10;7.99;7.07;-3.71;6.85;7.77;-0.48;
1.10;7.99;7.07;-3.71;6.85;7.77;-0.48;
1.10;7.99;7.07;-3.72;6.84;7.78;-0.48;
1.10;7.99;7.07;-3.72;6.84;7.78;-0.48;
1.10;7.99;7.07;-3.72;6.84;7.78;-0.48;
1.10;7.99;7.07;-3.72;6.84;7.78;-0.48;
1.10;7.99;7.07;-3.72;6.84;7.78;-0.48;
1.10;7.99;7.07;-3.73;6.84;7.78;-0.48;
1.10;7.99;7.07;-3.73;6.84;7.78;-0.49;
1.10;7.99;7.07;-3.73;6.84;7.79;-0.49;
1.10;8.00;7.07;-3.73;6.84;7.79;-0.49;
1.10;8.00;7.07;-3.73;6.84;7.79;-0.49;
1.10;8.00;7.07;-3.74;6.84;7.79;-0.49;
1.10;8.00;7.07;-3.74;6.84;7.79;-0.49;
1.10;8.00;7.07;-3.74;6.84;7.79;-0.49;
1.10;8.00;7.07;-3.74;6.83;7.79;-0.49;
1.10;8.00;7.07;-3.74;6.83;7.80;-0.49;
1.10;8.00;7.07;-3.75;6.83;7.80;-0.49;
1.10;8.00;7.07;-3.75;6.83;7.80;-0.49;
1.10;8.00;7.07;-3.75;6.83;7.80;-0.49;
1.10;8.00;7.07;-3.75;6.83;7.80;-0.49;
1.10;8.01;7.07;-3.75;6.83;7.80;-0.49;
1.10;8.01;7.07;-3.75;6.83;7.80;-0.49;
1.10;8.01;7.07;-3.76;6.83;7.80;-0.49;
1.10;8.01;7.07;-3.76;6.83;7.81;-0.49;
1.10;8.01;7.07;-3.76;6.83;7.81;-0.49;
1.10;8.01;7.07;-3.76;6.83;7.81;-0.49;
1.10;8.01;7.07;-3.76;6.83;7.81;-0.49;
1.10;8.01;7.07;-3.77;6.83;7.81;-0.49;
1.10;8.01;7.07;-3.77;6.82;7.81;-0.49;
1.11;8.01;7.07;-3.77;6.82;7.81;-0.49;
1.11;8.01;7.07;-3.77;6.82;7.82;-0.49;
1.11;8.02;7.07;-3.77;6.82;7.82;-0.49;
1.11;8.02;7.07;-3.78;6.82;7.82;-0.49;
1.11;8.02;7.07;-3.78;6.82;7.82;-0.49;
1.11;8.02;7.07;-3.78;6.82;7.82;-0.49;
1.11;8.02;7.07;-3.78;6.82;7.82;-0.49;
1.11;8.02;7.07;-3.78;6.82;7.82;-0.49;
1.11;8.02;7.07;-3.79;6.82;7.83;-0.49;
1.11;8.02;7.07;-3.79;6.82;7.83;-0.49;
1.11;8.02;7.07;-3.79;6.82;7.83;-0.49;
1.11;8.02;7.07;-3.79;6.82;7.83;-0.49;
1.11;8.02;7.07;-3.79;6.82;7.83;-0.49;
1.11;8.03;7.07;-3.80;6.81;7.83;-0.49;
1.11;8.03;7.07;-3.80;6.81;7.83;-0.49;
1.11;8.03;7.07;-3.80;6.81;7.84;-0.49;
1.11;8.03;7.07;-3.80;6.81;7.84;-0.49;
1.11;8.03;7.07;-3.80;6.81;7.84;-0.49;
1.11;8.03;7.07;-3.80;6.81;7.84;-0.49;
1.11;8.03;7.07;-3.81;6.81;7.84;-0.49;
1.11;8.03;7.07;-3.81;6.81;7.84;-0.49;
1.11;8.03;7.07;-3.81;6.81;7.84;-0.49;
1.11;8.03;7.07;-3.81;6.81;7.84;-0.49;
1.11;8.03;7.07;-3.81;6.81;7.85;-0.49;
1.11;8.04;7.07;-3.82;6.81;7.85;-0.49;
1.11;8.04;7.07;-3.82;6.81;7.85;-0.50;
1.11;8.04;7.07;-3.82;6.80;7.85;-0.50;
1.11;8.04;7.07;-3.82;6.80;7.85;-0.50;
1.11;8.04;7.07;-3.82;6.80;7.85;-0.50;
1.11;8.04;7.07;-3.83;6.80;7.85;-0.50;
1.11;8.04;7.07;-3.83;6.80;7.86;-0.50;
1.11;8.04;7.07;-3.83;6.80;7.86;-0.50;
1.11;8.04;7.07;-3.83;6.80;7.86;-0.50;
1.11;8.04;7.07;-3.83;6.80;7.86;-0.50;
1.11;8.04;7.07;-3.84;6.80;7.86;-0.50;
1.11;8.05;7.07;-3.84;6.80;7.86;-0.50;
1.11;8.05;7.07;-3.84;6.80;7.86;-0.50;
1.11;8.05;7.07;-3.84;6.80;7.87;-0.50;
1.11;8.05;7.07;-3.84;6.80;7.87;-0.50;
1.11;8.05;7.07;-3.85;6.79;7.87;-0.50;
1.11;8.05;7.07;-3.85;6.79;7.87;-0.50;
1.11;8.05;7.07;-3.85;6.79;7.87;-0.50;
1.11;8.05;7.07;-3.85;6.79;7.87;-0.50;
1.11;8.05;7.07;-3.85;6.79;7.87;-0.50;
1.11;8.05;7.07;-3.85;6.79;7.88;-0.50;
1.11;8.05;7.07;-3.86;6.79;7.88;-0.50;
1.11;8.06;7.07;-3.86;6.79;7.88;-0.50;
1.11;8.06;7.07;-3.86;6.79;7.88;-0.50;
1.11;8.06;7.07;-3.86;6.79;7.88;-0.50;
1.11;8.06;7.07;-3.86;6.79;7.88;-0.50;
1.11;8.06;7.07;-3.87;6.79;7.88;-0.50;
1.12;8.06;7.07;-3.87;6.79;7.89;-0.50;
1.12;8.06;7.07;-3.87;6.78;7.89;-0.50;
1.12;8.06;7.07;-3.87;6.78;7.89;-0.50;
1.12;8.06;7.07;-3.87;6.78;7.89;-0.50;
1.12;8.06;7.07;-3.88;6.78;7.89;-0.50;
1.12;8.06;7.07;-3.88;6.78;7.89;-0.50;
1.12;8.07;7.07;-3.88;6.78;7.89;-0.50;
1.12;8.07;7.07;-3.88;6.78;7.89;-0.50;
1.12;8.07;7.07;-3.88;6.78;7.90;-0.50;
1.12;8.07;7.07;-3.89;6.78;7.90;-0.50;
1.12;8.07;7.07;-3.89;6.78;7.90;-0.50;
1.12;8.07;7.07;-3.89;6.78;7.90;-0.50;
1.12;8.07;7.07;-3.89;6.78;7.90;-0.50;
1.12;8.07;7.07;-3.89;6.78;7.90;-0.50;
1.12;8.07;7.07;-3.90;6.78;7.90;-0.50;
1.12;8.07;7.07;-3.90;6.77;7.91;-0.50;
1.12;8.07;7.07;-3.90;6.77;7.91;-0.50;
1.12;8.08;7.07;-3.90;6.77;7.91;-0.50;
1.12;8.08;7.07;-3.90;6.77;7.91;-0.50;
1.12;8.08;7.07;-3.90;6.77;7.91;-0.50;
1.12;8.08;7.07;-3.91;6.77;7.91;-0.50;
1.12;8.08;7.07;-3.91;6.77;7.91;-0.50;
1.12;8.08;7.07;-3.91;6.77;7.92;-0.51;
1.12;8.08;7.07;-3.91;6.77;7.92;-0.51;
1.12;8.08;7.07;-3.91;6.77;7.92;-0.51;
1.12;8.08;7.07;-3.92;6.77;7.92;-0.51;
1.12;8.08;7.07;-3.92;6.77;7.92;-0.51;
1.12;8.09;7.07;-3.92;6.77;7.92;-0.51;
1.12;8.09;7.07;-3.92;6.76;7.92;-0.51;
1.12;8.09;7.07;-3.92;6.76;7.93;-0.51;
1.12;8.09;7.07;-3.93;6.76;7.93;-0.51;
1.12;8.09;7.07;-3.93;6.76;7.93;-0.51;
1.12;8.09;7.07;-3.93;6.76;7.93;-0.51;
1.12;8.09;7.07;-3.93;6.76;7.93;-0.51;
1.12;8.09;7.07;-3.93;6.76;7.93;-0.51;
1.12;8.09;7.07;-3.94;6.76;7.93;-0.51;
1.12;8.09;7.07;-3.94;6.76;7.94;-0.51;
1.12;8.09;7.07;-3.94;6.76;7.94;-0.51;
1.12;8.10;7.07;-3.94;6.76;7.94;-0.51;
1.12;8.10;7.07;-3.94;6.76;7.94;-0.51;
1.12;8.10;7.07;-3.95;6.76;7.94;-0.51;
1.12;8.10;7.07;-3.95;6.75;7.94;-0.51;
1.12;8.10;7.07;-3.95;6.75;7.94;-0.51;
1.12;8.10;7.07;-3.95;6.75;7.94;-0.51;
1.12;8.10;7.07;-3.95;6.75;7.95;-0.51;
1.12;8.10;7.07;-3.95;6.75;7.95;-0.51;
1.12;8.10;7.07;-3.96;6.75;7.95;-0.51;
1.12;8.10;7.07;-3.96;6.75;7.95;-0.51;
1.12;8.10;7.07;-3.96;6.75;7.95;-0.51;
1.12;8.11;7.07;-3.96;6.75;7.95;-0.51;
1.12;8.11;7.07;-3.96;6.75;7.95;-0.51;
1.13;8.11;7.07;-3.97;6.75;7.96;-0.51;
1.13;8.11;7.07;-3.97;6.75;7.96;-0.51;
1.13;8.11;7.07;-3.97;6.74;7.96;-0.51;
1.13;8.11;7.07;-3.97;6.74;7.96;-0.51;
1.13;8.11;7.07;-3.97;6.74;7.96;-0.51;
1.13;8.11;7.07;-3.98;6.74;7.96;-0.51;
1.13;8.11;7.07;-3.98;6.74;7.96;-0.51;
1.13;8.11;7.07;-3.98;6.74;7.97;-0.51;
1.13;8.12;7.07;-3.98;6.74;7.97;-0.51;
1.13;8.12;7.07;-3.98;6.74;7.97;-0.51;
1.13;8.12;7.07;-3.99;6.74;7.97;-0.51;
1.13;8.12;7.07;-3.99;6.74;7.97;-0.51;
1.13;8.12;7.07;-3.99;6.74;7.97;-0.51;
1.13;8.12;7.07;-3.99;6.74;7.97;-0.51;
1.13;8.12;7.07;-3.99;6.74;7.98;-0.51;
1.13;8.12;7.07;-4.00;6.73;7.98;-0.51;
1.13;8.12;7.07;-4.00;6.73;7.98;-0.51;
1.13;8.12;7.07;-4.00;6.73;7.98;-0.51;
1.13;8.12;7.07;-4.00;6.73;7.98;-0.51;
1.13;8.13;7.07;-4.00;6.73;7.98;-0.52;
1.13;8.13;7.07;-4.00;6.73;7.98;-0.52;
1.13;8.13;7.07;-4.01;6.73;7.99;-0.52;
1.13;8.13;7.07;-4.01;6.73;7.99;-0.52;
1.13;8.13;7.07;-4.01;6.73;7.99;-0.52;
1.13;8.13;7.07;-4.01;6.73;7.99;-0.52;
1.13;8.13;7.07;-4.01;6.73;7.99;-0.52;
1.13;8.13;7.07;-4.02;6.73;7.99;-0.52;
1.13;8.13;7.07;-4.02;6.73;7.99;-0.52;
1.13;8.13;7.07;-4.02;6.72;7.99;-0.52;
1.13;8.14;7.07;-4.02;6.72;8.00;-0.52;
1.13;8.14;7.07;-4.02;6.72;8.00;-0.52;
1.13;8.14;7.07;-4.03;6.72;8.00;-0.52;
1.13;8.14;7.07;-4.03;6.72;8.00;-0.52;
1.13;8.14;7.07;-4.03;6.72;8.00;-0.52;
1.13;8.14;7.07;-4.03;6.72;8.00;-0.52;
1.13;8.14;7.07;-4.03;6.72;8.00;-0.52;
1.13;8.14;7.07;-4.04;6.72;8.01;-0.52;
1.13;8.14;7.07;-4.04;6.72;8.01;-0.52;
1.13;8.14;7.07;-4.04;6.72;8.01;-0.52;
1.13;8.14;7.07;-4.04;6.72;8.01;-0.52;
1.13;8.15;7.07;-4.04;6.72;8.01;-0.52;
1.13;8.15;7.07;-4.05;6.71;8.01;-0.52;
1.13;8.15;7.07;-4.05;6.71;8.01;-0.52;
1.13;8.15;7.07;-4.05;6.71;8.02;-0.52;
1.13;8.15;7.07;-4.05;6.71;8.02;-0.52;
1.13;8.15;7.07;-4.05;6.71;8.02;-0.52;
1.13;8.15;7.07;-4.06;6.71;8.02;-0.52;
1.13;8.15;7.07;-4.06;6.71;8.02;-0.52;
1.13;8.15;7.07;-4.06;6.71;8.02;-0.52;
1.13;8.15;7.07;-4.06;6.71;8.02;-0.52;
1.13;8.16;7.07;-4.06;6.71;8.03;-0.52;
1.14;8.16;7.07;-4.06;6.71;8.03;-0.52;
1.14;8.16;7.07;-4.07;6.71;8.03;-0.52;
1.14;8.16;7.07;-4.07;6.70;8.03;-0.52;
1.14;8.16;7.07;-4.07;6.70;8.03;-0.52;
1.14;8.16;7.07;-4.07;6.70;8.03;-0.52;
1.14;8.16;7.07;-4.07;6.70;8.03;-0.52;
1.14;8.16;7.07;-4.08;6.70;8.03;-0.52;
1.14;8.16;7.07;-4.08;6.70;8.04;-0.52;
1.14;8.16;7.07;-4.08;6.70;8.04;-0.52;
1.14;8.16;7.07;-4.08;6.70;8.04;-0.52;
1.14;8.17;7.07;-4.08;6.70;8.04;-0.52;
1.14;8.17;7.07;-4.09;6.70;8.04;-0.52;
1.14;8.17;7.07;-4.09;6.70;8.04;-0.52;
1.14;8.17;7.07;-4.09;6.70;8.04;-0.52;
1.14;8.17;7.07;-4.09;6.70;8.05;-0.52;
1.14;8.17;7.07;-4.09;6.69;8.05;-0.52;
1.14;8.17;7.07;-4.10;6.69;8.05;-0.52;
1.14;8.17;7.07;-4.10;6.69;8.05;-0.53;
1.14;8.17;7.07;-4.10;6.69;8.05;-0.53;
1.14;8.17;7.07;-4.10;6.69;8.05;-0.53;
1.14;8.18;7.07;-4.10;6.69;8.05;-0.53;
1.14;8.18;7.07;-4.11;6.69;8.06;-0.53;
1.14;8.18;7.07;-4.11;6.69;8.06;-0.53;
1.14;8.18;7.07;-4.11;6.69;8.06;-0.53;
1.14;8.18;7.07;-4.11;6.69;8.06;-0.53;
1.14;8.18;7.07;-4.11;6.69;8.06;-0.53;
1.14;8.18;7.07;-4.11;6.69;8.06;-0.53;
1.14;8.18;7.07;-4.12;6.68;8.06;-0.53;
1.14;8.18;7.07;-4.12;6.68;8.07;-0.53;
1.14;8.18;7.07;-4.12;6.68;8.07;-0.53;
1.14;8.18;7.07;-4.12;6.68;8.07;-0.53;
1.14;8.19;7.07;-4.12;6.68;8.07;-0.53;
1.14;8.19;7.07;-4.13;6.68;8.07;-0.53;
1.14;8.19;7.07;-4.13;6.68;8.07;-0.53;
1.14;8.19;7.07;-4.13;6.68;8.07;-0.53;
1.14;8.19;7.07;-4.13;6.68;8.08;-0.53;
1.14;8.19;7.07;-4.13;6.68;8.08;-0.53;
1.14;8.19;7.07;-4.14;6.68;8.08;-0.53;
1.14;8.19;7.07;-4.14;6.68;8.08;-0.53;
1.14;8.19;7.07;-4.14;6.67;8.08;-0.53;
1.14;8.19;7.07;-4.14;6.67;8.08;-0.53;
1.14;8.20;7.07;-4.14;6.67;8.08;-0.53;
1.14;8.20;7.07;-4.15;6.67;8.08;-0.53;
1.14;8.20;7.07;-4.15;6.67;8.09;-0.53;
1.14;8.20;7.07;-4.15;6.67;8.09;-0.53;
1.14;8.20;7.07;-4.15;6.67;8.09;-0.53;
1.14;8.20;7.07;-4.15;6.67;8.09;-0.53;
1.14;8.20;7.07;-4.16;6.67;8.09;-0.53;
1.14;8.20;7.07;-4.16;6.67;8.09;-0.53;
1.14;8.20;7.07;-4.16;6.67;8.09;-0.53;
1.14;8.20;7.07;-4.16;6.67;8.10;-0.53;
1.15;8.21;7.07;-4.16;6.67;8.10;-0.53;
1.15;8.21;7.07;-4.16;6.66;8.10;-0.53;
1.15;8.21;7.07;-4.17;6.66;8.10;-0.53;
1.15;8.21;7.07;-4.17;6.66;8.10;-0.53;
1.15;8.21;7.07;-4.17;6.66;8.10;-0.53;
1.15;8.21;7.07;-4.17;6.66;8.10;-0.53;
1.15;8.21;7.07;-4.17;6.66;8.11;-0.53;
1.15;8.21;7.07;-4.18;6.66;8.11;-0.53;
1.15;8.21;7.07;-4.18;6.66;8.11;-0.53;
1.15;8.21;7.07;-4.18;6.66;8.11;-0.53;
1.15;8.22;7.07;-4.18;6.66;8.11;-0.53;
1.15;8.22;7.07;-4.18;6.66;8.11;-0.53;
1.15;8.22;7.07;-4.19;6.66;8.11;-0.53;
1.15;8.22;7.07;-4.19;6.65;8.12;-0.53;
1.15;8.22;7.07;-4.19;6.65;8.12;-0.53;
1.15;8.22;7.07;-4.19;6.65;8.12;-0.54;
1.15;8.22;7.07;-4.19;6.65;8.12;-0.54;
1.15;8.22;7.07;-4.20;6.65;8.12;-0.54;
1.15;8.22;7.07;-4.20;6.65;8.12;-0.54;
1.15;8.22;7.07;-4.20;6.65;8.12;-0.54;
1.15;8.22;7.07;-4.20;6.65;8.13;-0.54;
1.15;8.23;7.07;-4.20;6.65;8.13;-0.54;
1.15;8.23;7.07;-4.21;6.65;8.13;-0.54;
1.15;8.23;7.07;-4.21;6.65;8.13;-0.54;
1.15;8.23;7.07;-4.21;6.65;8.13;-0.54;
1.15;8.23;7.07;-4.21;6.64;8.13;-0.54;
1.15;8.23;7.07;-4.21;6.64;8.13;-0.54;
1.15;8.23;7.07;-4.21;6.64;8.13;-0.54;
1.15;8.23;7.07;-4.22;6.64;8.14;-0.54;
1.15;8.23;7.07;-4.22;6.64;8.14;-0.54;
1.15;8.23;7.07;-4.22;6.64;8.14;-0.54;
1.15;8.24;7.07;-4.22;6.64;8.14;-0.54;
1.15;8.24;7.07;-4.22;6.64;8.14;-0.54;
1.15;8.24;7.07;-4.23;6.64;8.14;-0.54;
1.15;8.24;7.07;-4.23;6.64;8.14;-0.54;
1.15;8.24;7.07;-4.23;6.64;8.15;-0.54;
1.15;8.24;7.07;-4.23;6.64;8.15;-0.54;
1.15;8.24;7.07;-4.23;6.63;8.15;-0.54;
1.15;8.24;7.07;-4.24;6.63;8.15;-0.54;
1.15;8.24;7.07;-4.24;6.63;8.15;-0.54;
1.15;8.24;7.07;-4.24;6.63;8.15;-0.54;
1.15;8.25;7.07;-4.24;6.63;8.15;-0.54;
1.15;8.25;7.07;-4.24;6.63;8.16;-0.54;
1.15;8.25;7.07;-4.25;6.63;8.16;-0.54;
1.15;8.25;7.07;-4.25;6.63;8.16;-0.54;
1.15;8.25;7.07;-4.25;6.63;8.16;-0.54;
1.15;8.25;7.07;-4.25;6.63;8.16;-0.54;
1.15;8.25;7.07;-4.25;6.63;8.16;-0.54;
1.15;8.25;7.07;-4.26;6.63;8.16;-0.54;
1.15;8.25;7.07;-4.26;6.62;8.17;-0.54;
1.15;8.25;7.07;-4.26;6.62;8.17;-0.54;
1.16;8.26;7.07;-4.26;6.62;8.17;-0.54;
1.16;8.26;7.07;-4.26;6.62;8.17;-0.54;
1.16;8.26;7.07;-4.26;6.62;8.17;-0.54;
1.16;8.26;7.07;-4.27;6.62;8.17;-0.54;
1.16;8.26;7.07;-4.27;6.62;8.17;-0.54;
1.16;8.26;7.07;-4.27;6.62;8.18;-0.54;
1.16;8.26;7.07;-4.27;6.62;8.18;-0.54;
1.16;8.26;7.07;-4.27;6.62;8.18;-0.54;
1.16;8.26;7.07;-4.28;6.62;8.18;-0.54;
1.16;8.26;7.07;-4.28;6.62;8.18;-0.54;
1.16;8.27;7.07;-4.28;6.61;8.18;-0.54;
1.16;8.27;7.07;-4.28;6.61;8.18;-0.54;
1.16;8.27;7.07;-4.28;6.61;8.18;-0.54;
1.16;8.27;7.07;-4.29;6.61;8.19;-0.54;
1.16;8.27;7.07;-4.29;6.61;8.19;-0.55;
1.16;8.27;7.07;-4.29;6.61;8.19;-0.55;
1.16;8.27;7.07;-4.29;6.61;8.19;-0.55;
1.16;8.27;7.07;-4.29;6.61;8.19;-0.55;
1.16;8.27;7.07;-4.30;6.61;8.19;-0.55;
1.16;8.27;7.07;-4.30;6.61;8.19;-0.55;
1.16;8.28;7.07;-4.30;6.61;8.20;-0.55;
1.16;8.28;7.07;-4.30;6.61;8.20;-0.55;
1.16;8.28;7.07;-4.30;6.60;8.20;-0.55;
1.16;8.28;7.07;-4.31;6.60;8.20;-0.55;
1.16;8.28;7.07;-4.31;6.60;8.20;-0.55;
1.16;8.28;7.07;-4.31;6.60;8.20;-0.55;
1.16;8.28;7.07;-4.31;6.60;8.20;-0.55;
1.16;8.28;7.07;-4.31;6.60;8.21;-0.55;
1.16;8.28;7.07;-4.31;6.60;8.21;-0.55;
1.16;8.28;7.07;-4.32;6.60;8.21;-0.55;
1.16;8.29;7.07;-4.32;6.60;8.21;-0.55;
1.16;8.29;7.07;-4.32;6.60;8.21;-0.55;
1.16;8.29;7.07;-4.32;6.60;8.21;-0.55;
1.16;8.29;7.07;-4.32;6.60;8.21;-0.55;
1.16;8.29;7.07;-4.33;6.59;8.22;-0.55;
1.16;8.29;7.07;-4.33;6.59;8.22;-0.55;
1.16;8.29;7.07;-4.33;6.59;8.22;-0.55;
1.16;8.29;7.07;-4.33;6.59;8.22;-0.55;
1.16;8.29;7.07;-4.33;6.59;8.22;-0.55;
1.16;8.29;7.07;-4.34;6.59;8.22;-0.55;
1.16;8.30;7.07;-4.34;6.59;8.22;-0.55;
1.16;8.30;7.07;-4.34;6.59;8.22;-0.55;
1.16;8.30;7.07;-4.34;6.59;8.23;-0.55;
1.16;8.30;7.07;-4.34;6.59;8.23;-0.55;
1.16;8.30;7.07;-4.35;6.59;8.23;-0.55;
1.16;8.30;7.07;-4.35;6.59;8.23;-0.55;
1.16;8.30;7.07;-4.35;6.58;8.23;-0.55;
1.16;8.30;7.07;-4.35;6.58;8.23;-0.55;
1.16;8.30;7.07;-4.35;6.58;8.23;-0.55;
1.16;8.30;7.07;-4.36;6.58;8.24;-0.55;
1.16;8.31;7.07;-4.36;6.58;8.24;-0.55;
1.17;8.31;7.07;-4.36;6.58;8.24;-0.55;
1.17;8.31;7.07;-4.36;6.58;8.24;-0.55;
1.17;8.31;7.07;-4.36;6.58;8.24;-0.55;
1.17;8.31;7.07;-4.36;6.58;8.24;-0.55;
1.17;8.31;7.07;-4.37;6.58;8.24;-0.55;
1.17;8.31;7.07;-4.37;6.58;8.25;-0.55;
1.17;8.31;7.07;-4.37;6.57;8.25;-0.55;
1.17;8.31;7.07;-4.37;6.57;8.25;-0.55;
1.17;8.31;7.07;-4.37;6.57;8.25;-0.55;
1.17;8.32;7.07;-4.38;6.57;8.25;-0.55;
1.17;8.32;7.07;-4.38;6.57;8.25;-0.55;
1.17;8.32;7.07;-4.38;6.57;8.25;-0.55;
1.17;8.32;7.07;-4.38;6.57;8.26;-0.55;
1.17;8.32;7.07;-4.38;6.57;8.26;-0.56;
1.17;8.32;7.07;-4.39;6.57;8.26;-0.56;
1.17;8.32;7.07;-4.39;6.57;8.26;-0.56;
1.17;8.32;7.07;-4.39;6.57;8.26;-0.56;
1.17;8.32;7.07;-4.39;6.57;8.26;-0.56;
1.17;8.32;7.07;-4.39;6.56;8.26;-0.56;
1.17;8.33;7.07;-4.40;6.56;8.27;-0.56;
1.17;8.33;7.07;-4.40;6.56;8.27;-0.56;
1.17;8.33;7.07;-4.40;6.56;8.27;-0.56;
1.17;8.33;7.07;-4.40;6.56;8.27;-0.56;
1.17;8.33;7.07;-4.40;6.56;8.27;-0.56;
1.17;8.33;7.07;-4.41;6.56;8.27;-0.56;
1.17;8.33;7.07;-4.41;6.56;8.27;-0.56;
1.17;8.33;7.07;-4.41;6.56;8.27;-0.56;
1.17;8.33;7.07;-4.41;6.56;8.28;-0.56;
1.17;8.34;7.07;-4.41;6.56;8.28;-0.56;
1.17;8.34;7.07;-4.41;6.55;8.28;-0.56;
1.17;8.34;7.07;-4.42;6.55;8.28;-0.56;
1.17;8.34;7.07;-4.42;6.55;8.28;-0.56;
1.17;8.34;7.07;-4.42;6.55;8.28;-0.56;
1.17;8.34;7.07;-4.42;6.55;8.28;-0.56;
1.17;8.34;7.07;-4.42;6.55;8.29;-0.56;
1.17;8.34;7.07;-4.43;6.55;8.29;-0.56;
1.17;8.34;7.07;-4.43;6.55;8.29;-0.56;
1.17;8.34;7.07;-4.43;6.55;8.29;-0.56;
1.17;8.35;7.07;-4.43;6.55;8.29;-0.56;
1.17;8.35;7.07;-4.43;6.55;8.29;-0.56;
1.17;8.35;7.07;-4.44;6.55;8.29;-0.56;
1.17;8.35;7.07;-4.44;6.54;8.30;-0.56;
1.17;8.35;7.07;-4.44;6.54;8.30;-0.56;
1.17;8.35;7.07;-4.44;6.54;8.30;-0.56;
1.17;8.35;7.07;-4.44;6.54;8.30;-0.56;
1.17;8.35;7.07;-4.45;6.54;8.30;-0.56;
1.17;8.35;7.07;-4.45;6.54;8.30;-0.56;
1.17;8.35;7.07;-4.45;6.54;8.30;-0.56;
1.17;8.36;7.07;-4.45;6.54;8.31;-0.56;
1.17;8.36;7.07;-4.45;6.54;8.31;-0.56;
1.17;8.36;7.07;-4.46;6.54;8.31;-0.56;
1.18;8.36;7.07;-4.46;6.54;8.31;-0.56;
1.18;8.36;7.07;-4.46;6.53;8.31;-0.56;
1.18;8.36;7.07;-4.46;6.53;8.31;-0.56;
1.18;8.36;7.07;-4.46;6.53;8.31;-0.56;
1.18;8.36;7.07;-4.46;6.53;8.32;-0.56;
1.18;8.36;7.07;-4.47;6.53;8.32;-0.56;
1.18;8.36;7.07;-4.47;6.53;8.32;-0.56;
1.18;8.37;7.07;-4.47;6.53;8.32;-0.56;
1.18;8.37;7.07;-4.47;6.53;8.32;-0.56;
1.18;8.37;7.07;-4.47;6.53;8.32;-0.56;
